,NKE_date,NKE_neg,NKE_neu,NKE_pos,NKE_compound,UAA_date,UAA_neg,UAA_neu,UAA_pos,UAA_compound,PUM.DE_date,PUM.DE_neg,PUM.DE_neu,PUM.DE_pos,PUM.DE_compound,ADDYY_date,ADDYY_neg,ADDYY_neu,ADDYY_pos,ADDYY_compound,VF_date,VF_neg,VF_neu,VF_pos,VF_compound,ASCCF_date,ASCCF_neg,ASCCF_neu,ASCCF_pos,ASCCF_compound,RBK_date,RBK_neg,RBK_neu,RBK_pos,RBK_compound,SKX_date,SKX_neg,SKX_neu,SKX_pos,SKX_compound,WWW_date,WWW_neg,WWW_neu,WWW_pos,WWW_compound,DECK_date,DECK_neg,DECK_neu,DECK_pos,DECK_compound,ANGL.TA_date,ANGL.TA_neg,ANGL.TA_neu,ANGL.TA_pos,ANGL.TA_compound,ONON_date,ONON_neg,ONON_neu,ONON_pos,ONON_compound,BGI_date,BGI_neg,BGI_neu,BGI_pos,BGI_compound,LULU_date,LULU_neg,LULU_neu,LULU_pos,LULU_compound,ANPDY_date,ANPDY_neg,ANPDY_neu,ANPDY_pos,ANPDY_compound,SHMDF_date,SHMDF_neg,SHMDF_neu,SHMDF_pos,SHMDF_compound,DKS_date,DKS_neg,DKS_neu,DKS_pos,DKS_compound,BGFV_date,BGFV_neg,BGFV_neu,BGFV_pos,BGFV_compound,MODG_date,MODG_neg,MODG_neu,MODG_pos,MODG_compound,FL_date,FL_neg,FL_neu,FL_pos,FL_compound,COLM_date,COLM_neg,COLM_neu,COLM_pos,COLM_compound,HGLD_date,HGLD_neg,HGLD_neu,HGLD_pos,HGLD_compound,PTON_date,PTON_neg,PTON_neu,PTON_pos,PTON_compound,PLNT_date,PLNT_neg,PLNT_neu,PLNT_pos,PLNT_compound,MTN_date,MTN_neg,MTN_neu,MTN_pos,MTN_compound,CHDN_date,CHDN_neg,CHDN_neu,CHDN_pos,CHDN_compound,WWE_date,WWE_neg,WWE_neu,WWE_pos,WWE_compound,MSGE_date,MSGE_neg,MSGE_neu,MSGE_pos,MSGE_compound,RCI_date,RCI_neg,RCI_neu,RCI_pos,RCI_compound,LSXMK_date,LSXMK_neg,LSXMK_neu,LSXMK_pos,LSXMK_compound,DIS_date,DIS_neg,DIS_neu,DIS_pos,DIS_compound,T_date,T_neg,T_neu,T_pos,T_compound,CMCSA_date,CMCSA_neg,CMCSA_neu,CMCSA_pos,CMCSA_compound,PEP_date,PEP_neg,PEP_neu,PEP_pos,PEP_compound,EA_date,EA_neg,EA_neu,EA_pos,EA_compound
26,2022-06-06,0.0,1.0,0.0,0.0,2022-06-21,0.277,0.723,0.0,-0.3182,2021-12-24,0.0,0.709,0.291,0.5719,2022-07-27,0.118,0.882,0.0,-0.1531,2022-06-13,0.0,1.0,0.0,0.0,,,,,,2022-04-27,0.0,1.0,0.0,0.0,2022-08-17,0.0,1.0,0.0,0.0,2020-06-09,0.0,1.0,0.0,0.0,2022-09-18,0.319,0.681,0.0,-0.7269,2023-06-10,0.0,0.559,0.441,0.7845,2022-11-22,0.0,1.0,0.0,0.0,2018-10-25,0.0,0.84,0.16,0.2263,2022-04-20,0.0,0.809,0.191,0.3818,,,,,,,,,,,2022-02-16,0.0,1.0,0.0,0.0,2021-10-18,0.0,1.0,0.0,0.0,2022-10-28,0.0,1.0,0.0,0.0,2023-01-31,0.0,1.0,0.0,0.0,2022-06-30,0.0,0.7175,0.28250000000000003,0.42545,,,,,,2022-07-19,0.193,0.667,0.14,-0.2023,2022-11-15,0.0,0.6817500000000001,0.31825,0.5794,2022-06-08,0.0,0.758,0.242,0.4939,2022-02-10,0.0,1.0,0.0,0.0,2019-08-15,0.0,0.769,0.231,0.5574,2021-10-06,0.0,0.749,0.251,0.4577,2021-10-02,0.0,1.0,0.0,0.0,2022-05-04,0.0,0.764,0.236,0.5267,2022-11-01,0.318,0.682,0.0,-0.4939,2022-10-19,0.167,0.833,0.0,-0.3818,2022-11-05,0.244,0.756,0.0,-0.4404,2023-01-08,0.0,0.815,0.185,0.3612,2022-07-01,0.443,0.407,0.149,-0.6523
27,2022-06-27,0.0,0.899,0.101,0.2023,2022-06-22,0.0,0.893,0.107,0.0516,2022-01-01,0.0,1.0,0.0,0.0,2022-08-22,0.135,0.865,0.0,-0.20095,2022-06-14,0.0,1.0,0.0,0.0,,,,,,2022-05-04,0.0,0.637,0.363,0.8126,2022-09-01,0.36,0.64,0.0,-0.5423,2020-06-11,0.0,1.0,0.0,0.0,2022-10-06,0.0,1.0,0.0,0.0,2023-06-15,0.0,1.0,0.0,0.0,2022-12-07,0.0,0.596,0.404,0.7269,2018-11-16,0.0,0.827,0.173,0.3182,2022-06-02,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-03-08,0.0,0.546,0.454,0.7574,2021-10-26,0.0,1.0,0.0,0.0,2022-10-31,0.0,1.0,0.0,0.0,2023-02-15,0.0905,0.8474999999999999,0.062,-0.064,2022-07-07,0.0,1.0,0.0,0.0,,,,,,2022-08-12,0.139,0.861,0.0,-0.2732,2022-11-22,0.0,0.606,0.394,0.6369,2022-06-14,0.0,0.87,0.13,0.128,2022-02-22,0.0,0.714,0.286,0.4939,2019-08-16,0.0,1.0,0.0,0.0,2021-10-20,0.0,0.797,0.203,0.4215,2021-10-19,0.0,1.0,0.0,0.0,2022-05-05,0.0,1.0,0.0,0.0,2022-11-02,0.0,0.824,0.176,0.128,2022-10-21,0.0,1.0,0.0,0.0,2022-11-07,0.0,1.0,0.0,0.0,2023-01-10,0.0,1.0,0.0,0.0,2022-07-18,0.0,0.854,0.146,0.34
28,2022-07-26,0.176,0.667,0.158,-0.0772,2022-07-25,0.0,0.811,0.189,0.4215,2022-02-05,0.0,1.0,0.0,0.0,2022-09-01,0.294,0.706,0.0,-0.6124,2022-06-21,0.0,0.663,0.337,0.6808,,,,,,2022-05-25,0.0,0.7965,0.2035,0.33525,2022-09-14,0.16,0.84,0.0,-0.2263,2020-06-12,0.0,1.0,0.0,0.0,2022-10-13,0.0,1.0,0.0,0.0,,,,,,2022-12-14,0.0,1.0,0.0,0.0,2018-11-27,0.0,1.0,0.0,0.0,2022-06-29,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-03-15,0.0,1.0,0.0,0.0,2021-10-29,0.0,1.0,0.0,0.0,2022-11-03,0.04875,0.9095,0.04175,-0.059525,2023-02-16,0.0,1.0,0.0,0.0,2022-07-12,0.0,1.0,0.0,0.0,,,,,,2022-08-24,0.0,0.9125,0.0875,0.08895,2022-11-26,0.0,0.755,0.245,0.3818,2022-06-23,0.152,0.505,0.343,0.5859,2022-02-24,0.0,1.0,0.0,0.0,2019-09-07,0.093,0.741,0.167,0.296,2021-11-02,0.0,0.664,0.336,0.6801,2021-10-24,0.167,0.833,0.0,-0.34,2022-05-06,0.051,0.6093333333333333,0.33966666666666673,0.5710333333333333,2022-11-04,0.239,0.597,0.164,-0.25,2022-10-25,0.0,1.0,0.0,0.0,2022-11-08,0.0,1.0,0.0,0.0,2023-01-11,0.0,0.852,0.148,0.24695,2022-08-02,0.0,1.0,0.0,0.0
29,2022-08-25,0.0,1.0,0.0,0.0,2022-08-03,0.122,0.718,0.16,0.1779,2022-02-25,0.0,1.0,0.0,0.0,2022-10-07,0.0,1.0,0.0,0.0,2022-06-28,0.0,0.833,0.167,0.296,,,,,,2022-05-31,0.0,1.0,0.0,0.0,2022-09-21,0.0,1.0,0.0,0.0,2020-06-16,0.0,1.0,0.0,0.0,2022-10-27,0.0,0.769,0.231,0.4019,,,,,,2022-12-27,0.0,1.0,0.0,0.0,2019-02-05,0.0,1.0,0.0,0.0,2022-07-10,0.0985,0.831,0.0705,-0.04185,,,,,,,,,,,2022-05-25,0.0,0.746,0.254,0.4745,2021-11-02,0.0,1.0,0.0,0.0,2022-11-09,0.0,1.0,0.0,0.0,2023-02-23,0.10333333333333333,0.8966666666666666,0.0,-0.2235,2022-07-13,0.0,0.7989999999999999,0.201,0.28595,,,,,,2022-08-25,0.159,0.69,0.152,-0.0258,2022-11-29,0.0,0.668,0.332,0.7555,2022-07-11,0.0,1.0,0.0,0.0,2022-03-22,0.0,0.787,0.213,0.4019,2019-09-10,0.375,0.625,0.0,-0.5574,2021-11-03,0.0,0.811,0.189,0.4215,2021-10-27,0.167,0.833,0.0,-0.34,2022-05-12,0.0,0.726,0.274,0.5267,2022-11-08,0.176,0.532,0.293,0.4939,2022-11-14,0.153,0.723,0.123,-0.1779,2022-12-07,0.209,0.791,0.0,-0.2755,2023-01-20,0.0,1.0,0.0,0.0,2022-08-15,0.0,1.0,0.0,0.0
30,2022-09-09,0.0,1.0,0.0,0.0,2022-08-11,0.0,1.0,0.0,0.0,2022-03-16,0.0,1.0,0.0,0.0,2022-10-08,0.0,1.0,0.0,0.0,2022-07-11,0.0,1.0,0.0,0.0,,,,,,2022-06-01,0.0,1.0,0.0,0.0,2022-10-24,0.0,1.0,0.0,0.0,2020-06-18,0.0,1.0,0.0,0.0,2022-11-14,0.0,1.0,0.0,0.0,,,,,,2022-12-29,0.0,0.743,0.257,0.5859,2019-05-28,0.0,0.864,0.136,0.296,2022-07-20,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-06-27,0.12,0.88,0.0,-0.128,2021-11-03,0.0,1.0,0.0,0.0,2022-11-10,0.0,1.0,0.0,0.0,2023-02-24,0.0,0.808,0.192,0.5859,2022-07-14,0.0,0.801,0.199,0.3034,,,,,,2022-08-29,0.285,0.715,0.0,-0.5563,2022-11-30,0.0,0.811,0.189,0.2732,2022-07-13,0.0,0.86,0.14,0.0772,2022-04-05,0.0,1.0,0.0,0.0,2019-09-18,0.0,1.0,0.0,0.0,2021-11-04,0.0,0.455,0.545,0.802,2022-01-18,0.0,1.0,0.0,0.0,2022-05-16,0.0,0.726,0.274,0.5267,2022-11-11,0.195,0.805,0.0,-0.4404,2022-11-15,0.0,1.0,0.0,0.0,2022-12-16,0.0,0.792,0.208,0.2732,2023-01-23,0.0,0.763,0.237,0.4215,2022-08-26,0.0,0.9275,0.0725,0.08895
31,2022-09-20,0.244,0.756,0.0,-0.4404,2022-09-24,0.0,0.798,0.202,0.5859,2022-05-04,0.0,1.0,0.0,0.0,2022-10-20,0.194,0.806,0.0,-0.34,2022-07-28,0.0,0.873,0.127,0.1531,,,,,,2022-06-14,0.0,0.473,0.527,0.8316,2022-10-25,0.0,1.0,0.0,0.0,2020-06-22,0.0,1.0,0.0,0.0,2022-11-16,0.0,1.0,0.0,0.0,,,,,,2023-01-02,0.102,0.664,0.234,0.5267,2019-06-11,0.0,0.794,0.206,0.3818,2022-07-25,0.205,0.795,0.0,-0.4767,,,,,,,,,,,2022-07-27,0.0,1.0,0.0,0.0,2021-11-05,0.0,1.0,0.0,0.0,2022-11-21,0.0,1.0,0.0,0.0,2023-03-02,0.0,1.0,0.0,0.0,2022-07-18,0.0,1.0,0.0,0.0,,,,,,2022-08-30,0.0,1.0,0.0,0.0,2022-12-05,0.0,0.552,0.448,0.6705,2022-07-15,0.0,1.0,0.0,0.0,2022-04-27,0.0,1.0,0.0,0.0,2019-10-15,0.0,0.794,0.206,0.5994,2021-11-09,0.0,0.8540000000000001,0.146,0.28099999999999997,2022-04-25,0.0,0.618,0.382,0.7783,2022-06-03,0.0,0.657,0.343,0.7783,2022-11-15,0.0,1.0,0.0,0.0,2022-11-25,0.0,1.0,0.0,0.0,2022-12-26,0.258,0.53,0.212,-0.1531,2023-01-26,0.0,1.0,0.0,0.0,2022-09-22,0.0,1.0,0.0,0.0
32,2022-09-21,0.0,0.845,0.155,0.296,2022-09-26,0.0,0.823,0.177,0.4215,2022-06-01,0.0,1.0,0.0,0.0,2022-10-25,0.162,0.838,0.0,-0.4019,2022-08-01,0.0,0.694,0.306,0.296,,,,,,2022-06-29,0.0,1.0,0.0,0.0,2022-10-26,0.0,1.0,0.0,0.0,2020-06-30,0.0,1.0,0.0,0.0,2022-12-02,0.0,0.471,0.529,0.8779,,,,,,2023-01-05,0.0,1.0,0.0,0.0,2019-06-21,0.0,1.0,0.0,0.0,2022-07-27,0.118,0.882,0.0,-0.1531,,,,,,,,,,,2022-08-02,0.0,1.0,0.0,0.0,2021-11-11,0.0,1.0,0.0,0.0,2022-11-23,0.0,0.802,0.198,0.5709,2023-03-06,0.0,1.0,0.0,0.0,2022-07-25,0.0,1.0,0.0,0.0,,,,,,2022-09-07,0.0,0.84,0.16,0.2263,2022-12-06,0.0,0.861,0.139,0.2732,2022-07-22,0.298,0.506,0.197,-0.4215,2022-05-06,0.0,1.0,0.0,0.0,2019-10-18,0.0,1.0,0.0,0.0,2021-11-12,0.0,0.812,0.188,0.4215,2022-05-04,0.0,1.0,0.0,0.0,2022-06-07,0.0,1.0,0.0,0.0,2022-11-21,0.0,1.0,0.0,0.0,2022-12-06,0.0,1.0,0.0,0.0,2022-12-29,0.0,0.763,0.237,0.4215,2023-02-02,0.108,0.783,0.108,0.0,2022-09-26,0.0,1.0,0.0,0.0
33,2022-09-29,0.149,0.851,0.0,-0.2732,2022-09-27,0.0,0.903,0.097,0.17,2022-06-24,0.0,1.0,0.0,0.0,2022-11-01,0.0,0.791,0.209,0.4019,2022-08-08,0.0,1.0,0.0,0.0,,,,,,2022-08-03,0.0,0.776,0.224,0.3818,2022-11-15,0.0,1.0,0.0,0.0,2020-07-03,0.0,1.0,0.0,0.0,2022-12-20,0.0,1.0,0.0,0.0,,,,,,2023-01-09,0.0,1.0,0.0,0.0,2019-08-29,0.0,1.0,0.0,0.0,2022-09-01,0.0,0.641,0.359,0.6808,,,,,,,,,,,2022-08-18,0.0,1.0,0.0,0.0,2021-11-15,0.0,0.845,0.155,0.10115,2022-11-27,0.0,0.588,0.412,0.6369,2023-03-08,0.0,0.629,0.371,0.6486,2022-07-26,0.0,1.0,0.0,0.0,,,,,,2022-09-09,0.266,0.734,0.0,-0.4404,2022-12-08,0.0,0.84,0.16,0.2732,2022-08-03,0.37,0.63,0.0,-0.5719,2022-05-31,0.256,0.744,0.0,-0.4767,2019-11-01,0.308,0.692,0.0,-0.5994,2021-11-15,0.0,1.0,0.0,0.0,2022-05-05,0.0,0.8875,0.1125,0.24695,2022-06-29,0.0965,0.5165,0.387,0.42285,2022-11-30,0.191,0.658,0.151,-0.1531,2022-12-13,0.0,0.78,0.22,0.4767,2023-01-06,0.0,0.903,0.097,0.17,2023-02-03,0.0,1.0,0.0,0.0,2022-09-28,0.0,1.0,0.0,0.0
34,2022-09-30,0.137,0.863,0.0,-0.2997,2022-10-02,0.0,0.774,0.226,0.5859,2022-07-11,0.231,0.769,0.0,-0.2732,2022-11-02,0.0,1.0,0.0,0.0,2022-08-16,0.0,0.758,0.242,0.4939,,,,,,2022-08-09,0.0,1.0,0.0,0.0,2022-11-30,0.231,0.769,0.0,-0.2023,2020-07-06,0.0,1.0,0.0,0.0,2023-01-09,0.04175,0.95825,0.0,-0.038275,,,,,,2023-01-20,0.262,0.738,0.0,-0.5994,2019-10-10,0.0,0.903,0.097,0.1027,2022-09-04,0.127,0.873,0.0,-0.1531,,,,,,,,,,,2022-08-23,0.0,0.709,0.291,0.4767,2021-11-16,0.065,0.8646666666666668,0.07033333333333333,-0.033466666666666665,2022-11-30,0.0,1.0,0.0,0.0,2023-03-11,0.187,0.647,0.165,-0.0772,2022-07-27,0.081,0.9189999999999999,0.0,-0.068,,,,,,2022-09-21,0.0,1.0,0.0,0.0,2022-12-12,0.0,0.811,0.189,0.2732,2022-08-17,0.141,0.859,0.0,-0.2023,2022-06-17,0.0,1.0,0.0,0.0,2019-11-11,0.147,0.853,0.0,-0.4767,2021-11-17,0.0,0.7375,0.2625,0.53505,2022-05-10,0.0,1.0,0.0,0.0,2022-06-30,0.0,1.0,0.0,0.0,2022-12-09,0.205,0.795,0.0,-0.5574,2022-12-20,0.148,0.671,0.181,0.128,2023-01-11,0.0,0.809,0.191,0.3818,2023-02-05,0.0,0.9695,0.0305,0.064,2022-10-10,0.0,1.0,0.0,0.0
35,2022-10-05,0.465,0.535,0.0,-0.8617,2022-10-11,0.0,1.0,0.0,0.0,2022-07-22,0.0,1.0,0.0,0.0,2022-11-03,0.0,1.0,0.0,0.0,2022-08-29,0.0,1.0,0.0,0.0,,,,,,2022-08-18,0.0,1.0,0.0,0.0,2022-12-01,0.0,1.0,0.0,0.0,2020-07-08,0.0,1.0,0.0,0.0,2023-01-10,0.0,1.0,0.0,0.0,,,,,,2023-01-21,0.0,0.601,0.399,0.8074,2019-11-06,0.0,1.0,0.0,0.0,2022-10-06,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-08-30,0.0,0.865,0.135,0.1027,2021-11-19,0.0,1.0,0.0,0.0,2022-12-01,0.086,0.7715,0.14250000000000002,0.01185,2023-03-16,0.0,1.0,0.0,0.0,2022-07-28,0.18666666666666668,0.8133333333333334,0.0,-0.2686,,,,,,2022-09-22,0.195,0.805,0.0,-0.4404,2022-12-14,0.0,0.9065,0.0935,0.1591,2022-08-24,0.0,1.0,0.0,0.0,2022-08-11,0.0,0.823,0.177,0.4215,2019-12-09,0.0,0.746,0.254,0.6249,2021-11-18,0.0,0.8885000000000001,0.1115,0.1591,2022-05-16,0.0,0.506,0.494,0.8316,2022-07-08,0.0,0.746,0.254,0.5267,2022-12-10,0.23,0.606,0.164,-0.0258,2022-12-22,0.15,0.85,0.0,-0.3182,2023-01-18,0.0,1.0,0.0,0.0,2023-02-07,0.213,0.787,0.0,-0.4019,2022-10-12,0.0,1.0,0.0,0.0
36,2022-10-08,0.0,1.0,0.0,0.0,2022-10-17,0.0,1.0,0.0,0.0,2022-08-02,0.0,1.0,0.0,0.0,2022-11-04,0.0595,0.9405,0.0,-0.17415,2022-08-31,0.2815,0.7185,0.0,-0.28459999999999996,,,,,,2022-08-24,0.0,1.0,0.0,0.0,2022-12-15,0.187,0.813,0.0,-0.3182,2020-07-09,0.278,0.722,0.0,-0.5362,2023-01-14,0.0,0.941,0.059,0.14049999999999999,,,,,,2023-01-23,0.0,0.9046666666666666,0.09533333333333333,0.16463333333333333,2019-11-13,0.0,1.0,0.0,0.0,2022-10-11,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-09-29,0.0,1.0,0.0,0.0,2021-11-24,0.0,1.0,0.0,0.0,2022-12-07,0.0,0.857,0.143,0.3597,2023-03-20,0.0,0.9165,0.0835,0.10115,2022-08-04,0.0,1.0,0.0,0.0,,,,,,2022-09-29,0.335,0.506,0.158,-0.4215,2022-12-20,0.0,0.568,0.432,0.4215,2022-08-25,0.0,0.933,0.067,0.08895,2022-08-27,0.0,1.0,0.0,0.0,2019-12-18,0.0,1.0,0.0,0.0,2021-12-07,0.0,1.0,0.0,0.0,2022-05-31,0.0,1.0,0.0,0.0,2022-08-02,0.0,0.776,0.224,0.3715,2022-12-13,0.255,0.671,0.074,-0.5719,2022-12-31,0.0,0.795,0.205,0.5574,2023-01-23,0.0,1.0,0.0,0.0,2023-02-10,0.0,0.8505,0.1495,0.28595,2022-10-18,0.0,0.794,0.206,0.3818
37,2022-10-09,0.266,0.734,0.0,-0.4404,2022-10-21,0.0,0.8145,0.1855,0.37895,2022-08-03,0.0,1.0,0.0,0.0,2022-11-08,0.0,1.0,0.0,0.0,2022-09-12,0.0,1.0,0.0,0.0,,,,,,2022-08-25,0.29,0.71,0.0,-0.6486,2022-12-20,0.0,0.704,0.296,0.4939,2020-07-22,0.0,1.0,0.0,0.0,2023-01-16,0.1225,0.81,0.0675,-0.15295000000000003,,,,,,2023-01-25,0.0,1.0,0.0,0.0,2019-11-21,0.0,0.839,0.161,0.3182,2022-10-13,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-10-11,0.0,0.635,0.365,0.5574,2021-11-25,0.093,0.728,0.179,0.3182,2022-12-11,0.0,1.0,0.0,0.0,2023-03-22,0.0,0.9195,0.0805,0.1591,2022-08-24,0.0,1.0,0.0,0.0,,,,,,2022-09-30,0.13,0.87,0.0,-0.2023,2022-12-21,0.0,0.704,0.296,0.2732,2022-08-29,0.105,0.49,0.405,0.7983,2022-09-04,0.0,1.0,0.0,0.0,2020-09-28,0.0,1.0,0.0,0.0,2021-12-10,0.0,1.0,0.0,0.0,2022-07-22,0.12066666666666666,0.5623333333333334,0.317,0.2668666666666667,2022-08-05,0.0,0.702,0.298,0.5267,2022-12-20,0.0,0.867,0.133,0.25,2023-01-20,0.0,1.0,0.0,0.0,2023-01-25,0.0,0.853,0.147,0.2263,2023-02-11,0.0405,0.8380000000000001,0.1215,0.27815,2022-10-29,0.0,1.0,0.0,0.0
38,2022-10-18,0.0,1.0,0.0,0.0,2022-10-28,0.0,1.0,0.0,0.0,2022-08-10,0.0,0.833,0.167,0.296,2022-11-09,0.0,1.0,0.0,0.0,2022-09-22,0.0,1.0,0.0,0.0,,,,,,2022-09-01,0.218,0.782,0.0,-0.5994,2022-12-29,0.0,0.602,0.398,0.6486,2020-09-01,0.483,0.517,0.0,-0.4215,2023-01-22,0.0,0.736,0.264,0.5106,,,,,,2023-02-07,0.0,0.899,0.101,0.2553,2019-11-24,0.126,0.747,0.126,0.0,2022-10-18,0.133,0.867,0.0,-0.2202,,,,,,,,,,,2022-11-03,0.0,1.0,0.0,0.0,2021-11-29,0.0,1.0,0.0,0.0,2022-12-23,0.086,0.914,0.0,-0.2235,2023-03-27,0.0,0.839,0.161,0.3182,2022-09-01,0.0,0.756,0.244,0.4404,,,,,,2022-10-03,0.0,0.851,0.149,0.2732,2022-12-30,0.332,0.452,0.216,-0.6841,2022-09-04,0.0,0.788,0.212,0.4973,2022-09-06,0.0,1.0,0.0,0.0,2021-06-25,0.208,0.627,0.165,-0.3182,2021-12-11,0.0,0.823,0.177,0.4215,2022-08-09,0.431,0.569,0.0,-0.6486,2022-08-08,0.0,0.702,0.298,0.5267,2022-12-21,0.0,1.0,0.0,0.0,2023-01-23,0.0755,0.8454999999999999,0.079,-0.18295,2023-01-26,0.0,1.0,0.0,0.0,2023-02-15,0.0,0.9036666666666667,0.09633333333333334,0.22003333333333333,2022-10-31,0.0,0.7763333333333334,0.22366666666666668,0.36743333333333333
39,2022-10-20,0.194,0.806,0.0,-0.34,2022-11-02,0.0,1.0,0.0,0.0,2022-08-26,0.0,0.761,0.239,0.624,2022-11-13,0.0,1.0,0.0,0.0,2022-09-28,0.0,1.0,0.0,0.0,,,,,,2022-09-14,0.0,0.588,0.412,0.5994,2023-01-28,0.0,0.82,0.18,0.296,2020-09-07,0.0,1.0,0.0,0.0,2023-01-24,0.178,0.822,0.0,-0.3818,,,,,,2023-02-08,0.0,1.0,0.0,0.0,2019-12-04,0.0,0.886,0.114,0.2023,2022-10-24,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-11-22,0.0,1.0,0.0,0.0,2021-12-01,0.123,0.538,0.338,0.4215,2023-01-04,0.0,1.0,0.0,0.0,2023-03-31,0.18,0.82,0.0,-0.296,2022-09-05,0.0,0.9,0.1,0.1806,,,,,,2022-10-06,0.129,0.675,0.196,0.2732,2023-01-03,0.0,0.7575000000000001,0.2425,0.2732,2022-09-08,0.0,1.0,0.0,0.0,2022-09-08,0.0,0.6950000000000001,0.305,0.4939,2021-11-22,0.079,0.789,0.132,0.25,2021-12-16,0.0,0.797,0.203,0.4215,2022-08-16,0.0,0.592,0.408,0.7845,2022-08-09,0.0,0.726,0.274,0.5267,2022-12-30,0.0,1.0,0.0,0.0,2023-02-02,0.2815,0.7184999999999999,0.0,-0.52725,2023-01-27,0.332,0.518,0.15,-0.5423,2023-02-17,0.0,1.0,0.0,0.0,2022-11-07,0.0,1.0,0.0,0.0
40,2022-11-11,0.266,0.734,0.0,-0.4404,2022-11-03,0.0,1.0,0.0,0.0,2022-08-29,0.0,1.0,0.0,0.0,2022-11-18,0.0,1.0,0.0,0.0,2022-10-03,0.0,1.0,0.0,0.0,,,,,,2022-09-22,0.105,0.574,0.321,0.6705,2023-02-03,0.0,1.0,0.0,0.0,2020-10-07,0.0,1.0,0.0,0.0,2023-01-26,0.0,1.0,0.0,0.0,,,,,,2023-02-24,0.0,1.0,0.0,0.0,2019-12-19,0.0,1.0,0.0,0.0,2022-11-08,0.0,1.0,0.0,0.0,,,,,,,,,,,2022-12-01,0.0,1.0,0.0,0.0,2021-12-03,0.0,1.0,0.0,0.0,2023-01-05,0.0,1.0,0.0,0.0,2023-04-03,0.0,1.0,0.0,0.0,2022-09-08,0.0,1.0,0.0,0.0,,,,,,2022-10-12,0.333,0.667,0.0,-0.5423,2023-01-04,0.0,0.468,0.532,0.6901,2022-09-21,0.0425,0.9575,0.0,-0.05135,2022-09-15,0.0,0.7515000000000001,0.2485,0.4939,2022-04-06,0.171,0.829,0.0,-0.5106,2021-12-17,0.0735,0.9265,0.0,-0.11315,2022-08-18,0.0,1.0,0.0,0.0,2022-08-10,0.0,0.8089999999999999,0.191,0.5267,2023-01-04,0.459,0.541,0.0,-0.6249,2023-02-09,0.18,0.82,0.0,-0.296,2023-01-31,0.195,0.805,0.0,-0.4404,2023-02-21,0.0,1.0,0.0,0.0,2022-11-08,0.35,0.65,0.0,-0.5106
41,2022-11-14,0.225,0.775,0.0,-0.4404,2022-11-04,0.0,1.0,0.0,0.0,2022-09-06,0.0,1.0,0.0,0.0,2022-11-25,0.325,0.619,0.056,-0.8271,2022-10-26,0.0,1.0,0.0,0.0,,,,,,2022-09-23,0.175,0.558,0.267,0.5106,2023-02-13,0.0,1.0,0.0,0.0,2020-10-22,0.0,1.0,0.0,0.0,2023-02-01,0.0,1.0,0.0,0.0,,,,,,2023-02-28,0.0,1.0,0.0,0.0,2020-01-29,0.0,0.776,0.224,0.3818,2022-11-10,0.0,0.894,0.106,0.0772,,,,,,,,,,,2022-12-20,0.0,1.0,0.0,0.0,2021-12-17,0.0,0.833,0.167,0.2023,2023-01-06,0.0,1.0,0.0,0.0,2023-04-04,0.245,0.68,0.075,-0.5423,2022-09-11,0.0,0.874,0.126,0.3818,,,,,,2022-10-13,0.0,0.706,0.294,0.6124,2023-01-06,0.0,0.87,0.13,0.2732,2022-09-26,0.118,0.882,0.0,-0.28595,2022-09-16,0.0,1.0,0.0,0.0,2022-05-28,0.219,0.781,0.0,-0.4215,2021-12-20,0.0,1.0,0.0,0.0,2022-08-23,0.113,0.887,0.0,-0.3182,2022-08-12,0.0,0.9075,0.0925,0.26335,2023-01-11,0.0,1.0,0.0,0.0,2023-02-10,0.0,1.0,0.0,0.0,2023-02-06,0.0,0.851,0.149,0.2732,2023-02-22,0.066,0.797,0.13699999999999998,0.1861333333333333,2022-11-09,0.0,1.0,0.0,0.0
