,date,PLNT_closingprice,ANPDY_closingprice,PEP_closingprice,DKS_closingprice,MODG_closingprice,COLM_closingprice,BGFV_closingprice,HKD_closingprice,CHDN_closingprice,MSGE_closingprice,WWE_closingprice,JPY_closingprice,RCI_closingprice,HGLD_closingprice,SGD_closingprice,CMCSA_closingprice,VFC_closingprice,EURUSD_closingprice,LSXMK_closingprice,BGI_closingprice,UAA_closingprice,DECK_closingprice,NZDUSD_closingprice,AUDUSD_closingprice,MTN_closingprice,PTON_closingprice,WWW_closingprice,FL_closingprice,CNY_closingprice,ASCCF_closingprice,DIS_closingprice,LULU_closingprice,SKX_closingprice,T_closingprice,PUM.DE_closingprice,EA_closingprice,ANGL.TA_closingprice,ONON_closingprice,GBPUSD_closingprice,ADDYY_closingprice,NKE_closingprice,INR_closingprice,SHMDF_closingprice,cotton_closingprice,natural_closingprice,gold_closingprice,heating_closingprice,crude_closingprice,WWW_neg,WWW_neu,WWW_pos,WWW_compound,VFC_neg,VFC_neu,VFC_pos,VFC_compound,PLNT_neg,PLNT_neu,PLNT_pos,PLNT_compound,WWE_neg,WWE_neu,WWE_pos,WWE_compound,ANGL.TA_neg,ANGL.TA_neu,ANGL.TA_pos,ANGL.TA_compound,BGI_neg,BGI_neu,BGI_pos,BGI_compound,ADDYY_neg,ADDYY_neu,ADDYY_pos,ADDYY_compound,DECK_neg,DECK_neu,DECK_pos,DECK_compound,MSGE_neg,MSGE_neu,MSGE_pos,MSGE_compound,EA_neg,EA_neu,EA_pos,EA_compound,FL_neg,FL_neu,FL_pos,FL_compound,NKE_neg,NKE_neu,NKE_pos,NKE_compound,ASCCF_neg,ASCCF_neu,ASCCF_pos,ASCCF_compound,UAA_neg,UAA_neu,UAA_pos,UAA_compound,ONON_neg,ONON_neu,ONON_pos,ONON_compound,PTON_neg,PTON_neu,PTON_pos,PTON_compound,T_neg,T_neu,T_pos,T_compound,PUM.DE_neg,PUM.DE_neu,PUM.DE_pos,PUM.DE_compound,RCI_neg,RCI_neu,RCI_pos,RCI_compound,CHDN_neg,CHDN_neu,CHDN_pos,CHDN_compound,COLM_neg,COLM_neu,COLM_pos,COLM_compound,MODG_neg,MODG_neu,MODG_pos,MODG_compound,DKS_neg,DKS_neu,DKS_pos,DKS_compound,LSXMK_neg,LSXMK_neu,LSXMK_pos,LSXMK_compound,SHMDF_neg,SHMDF_neu,SHMDF_pos,SHMDF_compound,ANPDY_neg,ANPDY_neu,ANPDY_pos,ANPDY_compound,DIS_neg,DIS_neu,DIS_pos,DIS_compound,PEP_neg,PEP_neu,PEP_pos,PEP_compound,CMCSA_neg,CMCSA_neu,CMCSA_pos,CMCSA_compound,MTN_neg,MTN_neu,MTN_pos,MTN_compound,LULU_neg,LULU_neu,LULU_pos,LULU_compound,SKX_neg,SKX_neu,SKX_pos,SKX_compound,BGFV_neg,BGFV_neu,BGFV_pos,BGFV_compound,HGLD_neg,HGLD_neu,HGLD_pos,HGLD_compound
1126,2019-01-10,57.39,113.29,107.36,32.49,16.14,80.46,3.0,7.8368,42.15,,77.09,107.773,53.64,,1.3498,35.5,68.22,1.1511,36.98,0.98,18.58,112.65,0.6772,0.7146,209.53,,31.83,54.0,6.7725,13.2,111.5,129.5,24.29,22.52,45.6,88.52,"2,908.00",,1.2731,111.9,75.46,70.32,147.5,72.85,2.969,"1,287.40",1.9061,52.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2019-01-09,57.73,112.2,107.49,32.93,16.2,83.66,3.01,7.8366,41.5,,77.92,108.064,53.19,,1.353,35.51,70.07,1.1442,37.14,0.98,18.82,125.11,0.6737,0.7144,214.68,,32.87,56.16,6.8164,13.2,111.56,134.64,24.63,22.64,44.85,87.89,"2,904.00",,1.2718,111.1,76.14,70.01,148.04,73.13,2.984,"1,292.00",1.8808,52.36,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,2019-01-08,56.05,112.51,109.42,32.0,15.9,83.54,3.04,7.8343,41.41,,78.61,108.45,52.91,,1.3549,35.36,68.79,1.1425,37.59,0.93,18.57,122.48,0.671,0.7118,216.12,,32.4,56.3,6.8342,13.2,111.17,133.67,24.35,23.44,44.3,87.69,"2,858.00",,1.2715,111.04,76.2,69.72,148.55,71.67,2.967,"1,285.90",1.827,49.78,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2019-01-07,55.21,109.97,108.65,32.73,15.83,82.92,2.95,7.8326,40.22,,76.56,108.036,52.07,,1.3554,35.27,67.41,1.1405,37.38,0.94,17.99,120.14,0.6732,0.7116,217.78,,31.73,55.05,6.8396,13.2,109.3,129.33,23.09,22.98,43.6,83.44,"2,858.00",,1.2724,108.42,74.3,69.08,148.0,72.75,2.944,"1,289.90",1.7784,48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,2019-01-04,53.33,111.04,108.24,32.19,15.3,81.84,2.89,7.8274,38.76,,73.8,107.513,52.07,,1.3591,34.86,65.9,1.1348,36.86,0.93,17.57,121.24,0.6674,0.6995,211.74,,31.65,54.05,6.8549,13.2,107.25,125.31,22.87,22.58,42.75,80.04,,,1.2618,107.55,73.12,69.6,145.0,72.52,3.044,"1,285.80",1.7692,47.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,2019-01-03,52.2,112.06,108.05,31.23,15.23,80.95,2.83,7.8299,38.69,,71.73,106.776,50.86,,1.3631,34.13,65.04,1.1317,36.04,0.94,17.11,125.33,0.6616,0.6919,208.1,,31.49,51.87,6.8611,13.2,105.94,120.32,22.23,22.06,42.0,77.62,"2,826.00",,1.2519,104.51,71.21,69.96,143.35,70.83,2.945,"1,294.80",1.742,47.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,2019-01-02,52.15,116.89,108.23,30.59,15.06,81.98,2.51,7.8323,39.56,,73.08,108.73,50.65,,1.3625,33.42,65.5,1.1346,35.93,0.97,17.16,124.45,0.6663,0.6985,206.0,,31.28,52.11,6.8433,13.2,107.73,118.28,22.21,21.37,41.65,77.2,"2,899.00",,1.2585,104.45,72.19,69.443,143.35,70.84,2.958,"1,284.10",1.7006,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,2018-12-31,52.82,118.67,109.32,30.95,15.13,83.46,2.4,7.8284,39.31,,73.11,109.659,51.04,,1.361,33.3,66.44,1.1422,35.35,0.77,17.54,127.11,0.6694,0.7036,207.6,,31.49,52.4,6.8772,13.2,107.55,120.56,22.72,21.22,,78.3,"3,456.00",,1.2682,104.19,73.52,69.47,143.35,72.2,2.94,"1,281.30",1.6808,45.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,2018-12-28,51.61,118.99,109.22,30.77,15.14,83.27,2.44,7.828,38.66,,71.6,110.222,50.72,,1.3647,34.18,65.77,1.1431,35.25,0.76,17.42,126.47,0.6694,0.7031,205.83,,32.02,51.62,6.8445,13.2,106.19,120.64,22.81,21.28,41.05,78.3,,,1.2636,103.9,72.57,69.87,143.35,72.19,3.303,"1,283.00",1.6647,45.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,2018-12-27,50.61,115.15,106.03,29.98,14.84,82.3,2.34,7.8266,37.3,,69.58,110.653,49.89,,1.3707,33.11,63.87,1.1359,34.65,0.85,17.1,125.68,0.6698,0.7018,201.59,,31.55,49.73,6.8556,13.2,102.8,118.69,22.27,20.52,40.75,76.76,"3,465.00",,1.2619,101.48,70.99,70.06,134.91,72.06,3.642,"1,281.10",1.6783,44.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,2018-12-26,49.16,116.63,105.03,29.98,14.52,80.68,2.48,7.8283,37.69,,67.06,110.286,49.68,,1.3698,32.61,63.26,1.1376,34.26,0.9,16.52,119.35,0.6722,0.7033,200.29,,30.8,49.03,6.8811,13.2,100.38,114.1,21.93,20.24,,73.91,"3,442.00",,1.2665,101.98,68.65,69.75,134.91,73.5,3.543,"1,273.00",1.7336,46.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2018-12-24,48.0,115.74,105.96,29.69,14.44,80.03,2.29,7.8282,37.29,,65.48,110.267,50.0,,1.3709,33.03,63.39,1.1372,34.4,0.95,16.57,118.66,0.6714,0.7046,200.7,,30.41,47.65,6.8879,13.2,100.35,110.71,21.45,20.66,,74.38,"3,442.00",,1.2637,102.95,68.08,69.84,134.91,72.55,3.467,"1,271.80",1.6622,42.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,2018-12-21,50.41,113.62,108.81,30.18,14.79,81.57,2.25,7.823,38.96,,68.93,110.939,50.05,,1.3678,33.67,65.18,1.1388,34.99,0.98,16.85,122.64,0.6726,0.7072,204.91,,30.74,48.61,6.8778,13.2,103.86,113.53,21.99,21.25,40.8,75.63,,,1.2634,103.74,71.25,69.76,134.91,73.18,3.816,"1,258.10",1.7327,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,2018-12-20,51.49,112.72,109.2,30.91,15.0,82.42,2.76,7.8237,39.96,,71.19,111.331,51.17,,1.3664,34.23,65.16,1.1378,35.69,0.97,17.46,121.46,0.6726,0.7087,209.28,,31.3,47.07,6.8751,13.2,106.13,111.34,22.04,21.29,40.35,76.46,"3,669.00",,1.2615,104.09,66.53,69.65,140.7,75.06,3.583,"1,267.90",1.7497,45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,2018-12-19,52.81,114.78,109.63,32.27,15.23,83.2,2.75,7.8187,41.12,,72.66,112.133,51.95,,1.3677,34.95,67.21,1.1376,36.67,1.12,17.83,121.56,0.6852,0.7171,220.72,,31.66,47.09,6.8861,13.2,108.95,114.15,22.2,22.36,41.35,77.34,"3,625.00",,1.2608,104.92,68.32,69.888,140.7,76.71,3.726,"1,256.40",1.8054,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2018-12-18,53.27,118.2,110.75,33.06,15.86,83.77,2.93,7.8124,42.37,,71.0,112.25,52.28,,1.3693,35.23,68.89,1.1339,37.63,1.16,18.28,118.82,0.6812,0.7171,228.76,,32.09,47.97,6.882,13.2,108.9,118.38,22.73,22.36,41.3,79.38,"3,729.00",,1.2612,105.48,70.43,70.43,140.7,77.85,3.838,"1,253.60",1.7539,46.24,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2018-12-17,52.37,118.23,112.2,33.17,15.44,83.22,2.81,7.811,41.79,,70.83,112.877,52.04,,1.373,36.0,68.35,1.1305,37.69,1.16,18.25,117.95,0.6786,0.717,220.5,,31.63,47.19,6.8856,13.2,110.03,117.5,22.35,22.36,42.25,78.48,"3,638.00",,1.2576,104.88,69.46,71.5,140.7,78.54,3.528,"1,251.80",1.8267,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2018-12-14,53.5,118.72,113.67,33.65,16.3,83.34,2.84,7.8065,42.73,,72.23,113.319,52.39,,1.3707,36.18,70.49,1.1271,37.71,1.16,18.33,120.6,0.678,0.7153,217.06,,32.24,49.01,6.8806,13.2,112.05,117.61,22.71,22.43,45.35,79.14,,,1.2535,109.75,71.41,71.52,140.7,79.6,3.827,"1,241.40",1.8453,51.2,0.237,0.763,0.0,-0.2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,2018-12-13,54.09,116.47,117.11,33.95,16.33,84.45,2.85,7.8072,44.1,,72.92,113.287,52.66,,1.3694,36.39,71.42,1.1334,37.75,1.19,18.75,121.07,0.6844,0.7213,219.58,,32.43,49.78,6.8626,13.2,112.34,118.15,23.41,22.32,44.7,80.78,"3,721.00",,1.2611,113.14,72.59,71.43,140.7,79.41,4.124,"1,247.40",1.8765,52.58,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2018-12-12,54.0,115.6,116.41,35.19,16.74,87.5,3.1,7.8137,44.49,,73.65,113.16,52.71,,1.3712,36.83,72.1,1.1316,38.91,1.18,19.44,125.51,0.6826,0.7203,224.19,,32.52,51.62,6.8691,13.2,112.15,118.5,24.09,22.61,44.8,82.91,"3,658.00",,1.2481,112.81,73.51,71.768,140.7,79.97,4.136,"1,250.00",1.8509,51.15,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2018-12-11,53.02,114.95,116.68,36.26,16.34,87.26,3.08,7.8123,43.62,,75.4,113.006,52.22,,1.3714,36.74,71.26,1.1308,38.46,1.17,21.84,124.21,0.6864,0.7186,234.13,,32.93,51.73,6.8902,13.2,111.43,115.8,24.34,22.35,44.15,82.73,"3,709.00",,1.2504,111.19,72.56,71.69,139.75,80.02,4.407,"1,247.20",1.8471,51.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,2018-12-10,53.04,113.52,114.46,35.99,16.15,83.83,3.1,7.812,43.1,,73.44,112.249,52.13,,1.3685,36.71,70.53,1.1362,37.44,1.15,22.18,120.7,0.6845,0.7181,222.86,,32.73,51.49,6.8657,13.2,109.53,112.37,23.74,22.03,44.25,82.3,"3,660.00",,1.2513,109.18,70.61,70.853,142.81,79.88,4.545,"1,249.40",1.8441,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,2018-12-07,53.05,113.8,115.38,35.55,16.51,88.27,3.27,7.8081,43.24,,74.14,112.563,53.19,,1.3679,37.08,70.93,1.1361,37.82,1.16,23.22,119.45,0.6859,0.7206,217.1,,32.91,52.53,6.8649,13.2,111.61,113.61,24.41,22.67,45.3,82.22,,,1.2734,110.62,72.87,70.43,142.81,80.23,4.488,"1,252.60",1.8862,52.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.517,0.483,0.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,2018-12-06,54.06,117.18,114.1,35.0,16.34,90.01,3.18,7.809,42.5,,68.64,112.24,52.11,,1.3671,36.98,72.83,1.1323,37.88,1.15,22.71,123.76,0.6859,0.7194,263.56,,33.4,52.85,6.8557,13.2,111.16,126.56,24.92,22.55,44.9,79.5,"3,477.00",,1.27,109.57,73.59,70.553,140.7,78.02,4.327,"1,243.60",1.8582,51.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,2018-12-04,55.41,116.64,117.45,35.7,16.49,91.34,3.3,7.8018,44.8,,71.0,112.72,53.71,,1.3625,37.36,75.46,1.1343,38.62,1.16,23.06,127.92,0.6926,0.7349,269.3,,33.99,54.07,6.8218,13.2,112.66,131.32,26.54,23.16,44.3,81.0,"3,650.00",,1.2717,110.53,75.41,70.335,140.7,78.77,4.457,"1,246.60",1.9009,53.25,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,2018-12-03,55.84,116.68,117.51,35.67,17.02,92.16,3.56,7.8149,46.26,,71.65,113.373,53.26,,1.3654,38.68,77.43,1.1322,38.66,1.16,23.9,134.03,0.6891,0.7349,277.13,,34.81,55.33,6.876,13.2,114.91,134.1,27.52,23.65,44.15,83.34,"3,563.00",,1.27,112.15,76.93,69.759,140.7,78.91,4.339,"1,239.60",1.8875,52.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2018-11-30,54.62,112.93,118.13,34.97,15.61,89.78,3.55,7.8184,46.12,,73.3,113.338,52.8,,1.369,38.72,74.17,1.1315,38.85,1.12,23.33,130.0,0.6854,0.7286,276.39,,34.21,55.37,6.9325,13.2,115.06,129.25,26.45,23.17,43.55,83.73,,,1.2737,109.55,73.9,69.58,140.7,77.16,4.612,"1,226.00",1.8455,50.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2018-11-29,55.41,112.22,117.44,34.08,18.85,89.58,3.57,7.8213,44.85,,68.71,113.201,52.37,,1.3691,38.64,73.95,1.135,37.47,1.19,22.37,127.78,0.684,0.7296,275.7,,34.0,55.06,6.9271,13.2,115.21,126.84,26.54,22.81,44.85,84.63,"3,686.00",,1.2757,112.34,73.32,69.72,140.7,76.64,4.646,"1,230.40",1.8436,51.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,2018-11-28,54.32,112.39,115.57,34.9,18.63,88.04,3.58,7.8249,44.6,,65.35,113.71,52.8,,1.376,38.19,74.32,1.1268,37.02,1.15,21.88,126.31,0.6785,0.7223,269.59,,33.21,54.28,6.9427,13.2,114.05,123.94,25.98,22.92,44.75,83.92,"3,529.00",,1.2734,112.0,72.3,70.51,140.7,77.76,4.715,"1,223.60",1.8384,50.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,2018-11-27,53.43,112.88,114.9,35.26,19.01,88.0,3.6,7.8204,44.52,,64.06,113.406,52.73,,1.374,37.62,73.75,1.1279,36.69,1.16,21.36,126.58,0.6755,0.7205,270.58,,32.91,54.0,6.9308,13.2,112.41,121.4,26.03,22.45,44.65,83.24,"3,565.00",,1.2727,112.22,71.3,70.718,140.7,76.77,4.262,"1,213.40",1.886,51.56,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,2018-11-26,53.13,112.52,114.99,35.04,19.24,90.7,3.6,7.8204,44.29,,62.43,112.904,52.45,,1.372,37.44,75.02,1.1327,37.01,1.18,21.63,123.9,0.6768,0.7226,265.63,,33.89,53.54,6.9264,13.2,111.92,121.87,26.42,22.39,44.5,82.49,"3,617.00",,1.2798,112.51,72.27,70.28,138.54,77.4,4.248,"1,222.40",1.893,51.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,2018-11-23,52.18,111.06,114.78,34.62,19.32,89.26,3.56,7.823,43.28,,62.45,112.664,52.07,,1.3718,37.2,74.02,1.1332,37.48,1.17,21.28,121.51,0.6769,0.722,262.0,,33.65,52.06,6.922,13.2,111.74,120.61,26.12,22.17,43.6,82.42,,,1.2801,113.85,71.41,70.34,139.54,74.92,4.308,"1,226.60",1.8762,50.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,2018-11-21,51.32,114.37,114.92,34.36,19.09,88.18,3.71,7.8292,43.73,,62.19,112.702,51.98,,1.3714,36.66,73.97,1.1366,36.52,1.16,21.11,122.77,0.6783,0.7211,258.29,,33.02,52.23,6.921,13.2,112.3,121.87,26.1,22.21,43.4,83.43,"3,531.00",,1.2775,115.0,71.81,71.04,139.54,76.51,4.451,"1,228.00",1.9702,54.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,2018-11-20,48.02,111.72,115.78,33.86,18.72,86.25,3.65,7.8298,42.88,,58.5,112.3,51.76,,1.3699,36.61,73.24,1.1387,36.27,1.15,20.29,118.83,0.6806,0.7233,254.71,,31.62,45.28,6.9273,13.9,111.52,118.52,25.15,22.21,42.05,80.42,"3,566.00",,1.2804,112.07,69.52,71.27,138.0,75.27,4.523,"1,221.20",1.9902,53.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,2018-11-19,50.47,114.37,117.97,35.3,20.11,88.24,3.7,7.8296,43.51,,61.58,112.449,53.18,,1.3705,37.99,74.69,1.1394,37.98,1.14,20.89,123.03,0.6818,0.7287,262.29,,32.06,48.13,6.928,13.9,114.79,126.62,26.03,22.82,43.7,82.72,"3,755.00",,1.2805,114.27,71.86,71.31,136.0,75.88,4.7,"1,225.30",2.0864,56.76,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.806,0.194,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,2018-11-16,52.39,113.03,116.84,36.27,20.92,90.29,3.66,7.8298,42.79,,64.75,112.679,52.85,,1.3717,38.31,77.1,1.1323,39.25,1.12,21.57,124.43,0.6801,0.7251,261.79,,31.92,49.25,6.9298,13.9,115.99,134.35,26.5,22.62,44.15,84.98,,,1.2766,115.74,73.06,71.723,136.0,76.12,4.272,"1,223.00",2.0737,56.46,,,,,,,,,,,,,,,,,,,,,0.0,0.827,0.173,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
